day,hour,minute,relativeTime,9_weeks_data_males_pair_h_TIMESTAMP,9_weeks_data_males_pair_h_AVG,9_weeks_data_males_pair_h_SEM,9_weeks_data_males_pair_h_QRT,9_weeks_data_males_pair_h_SAMPLES,9_weeks_data_males_pair_h_DVC_086892,9_weeks_data_males_pair_h_DVC_086891,9_weeks_data_males_pair_h_DVC_086890,9_weeks_data_males_pair_h_DVC_086889,9_weeks_data_males_pair_h_DVC_086888,16_weeks_data_males_pair_h_TIMESTAMP,16_weeks_data_males_pair_h_AVG,16_weeks_data_males_pair_h_SEM,16_weeks_data_males_pair_h_QRT,16_weeks_data_males_pair_h_SAMPLES,16_weeks_data_males_pair_h_DVC_086887,16_weeks_data_males_pair_h_DVC_086886,16_weeks_data_males_pair_h_DVC_086885,16_weeks_data_males_pair_h_DVC_086884,16_weeks_data_males_pair_h_DVC_086883
6,2,45,528300,2025-03-18T02:45:00.000+0100,0.25952321857012844,0.580311558462343,"[0.0,0.0,0.0,0.0,1.2976160928506422,0.0,1.2976160928506422]",5944,0.0,0.0,0.0,1.2976160928506422,0.0,2025-03-18T02:45:00.000+0100,0.15967568461983947,0.3570456851637787,"[0.0,0.0,0.0,0.0,0.7983784230991974,0.0,0.7983784230991974]",5937,0.7983784230991974,0.0,0.0,0.0,0.0
6,2,50,528600,2025-03-18T02:50:00.000+0100,0.6805304400241108,1.506102426631838,"[0.0,0.0,0.0,0.028011204481792718,3.3746409956387615,0.0,0.028011204481792718]",5941,0.0,0.028011204481792718,0.0,3.3746409956387615,0.0,2025-03-18T02:50:00.000+0100,0.44803983178692075,0.8017841609491663,"[0.0,0.0,0.0,0.39007092198581556,1.8501282369487881,0.0,0.39007092198581556]",5933,1.8501282369487881,0.0,0.0,0.39007092198581556,0.0
6,2,55,528900,2025-03-18T02:55:00.000+0100,0.2523372218085547,0.5642431812173707,"[0.0,0.0,0.0,0.0,1.2616861090427736,0.0,1.2616861090427736]",5944,0.0,0.0,0.0,1.2616861090427736,0.0,2025-03-18T02:55:00.000+0100,0.6740178248265888,1.1668944224109634,"[0.0,0.0,0.28477905073649756,0.34319635027006584,2.742113723126381,0.0,0.34319635027006584]",5924,2.742113723126381,0.34319635027006584,0.0,0.28477905073649756,0.0
6,3,0,529200,2025-03-18T03:00:00.000+0100,0.5232126605916628,0.8002603643453324,"[0.0,0.0,0.0070028011204481795,0.7913165266106442,1.8177439752272218,0.0,1.8177439752272218]",5943,0.0,0.0,0.7913165266106442,1.8177439752272218,0.0070028011204481795,2025-03-18T03:00:00.000+0100,0.29964506807663094,0.3709516396233603,"[0.0,0.0,0.19607843137254904,0.4132539091586002,0.8888929998520055,0.0,0.8888929998520055]",5919,0.4132539091586002,0.19607843137254904,0.0,0.8888929998520055,0.0
6,3,5,529500,2025-03-18T03:05:00.000+0100,0.43309222423146476,0.9605805553838987,"[0.0,0.0,0.0,0.014064697609001406,2.1513964235483223,0.0,0.014064697609001406]",5942,0.0,0.0,2.1513964235483223,0.014064697609001406,0.0,2025-03-18T03:05:00.000+0100,0.6885221206189447,0.8907722375312854,"[0.0,0.014064697609001406,0.5107416529830323,0.7425333002399273,2.175270952262762,0.0,0.7425333002399273]",5908,0.0,0.014064697609001406,0.7425333002399273,0.5107416529830323,2.175270952262762
6,3,10,529800,2025-03-18T03:10:00.000+0100,0.4862780555260079,1.0873507881225708,"[0.0,0.0,0.0,0.0,2.4313902776300393,0.0,2.4313902776300393]",5943,0.0,0.0,2.4313902776300393,0.0,0.0,2025-03-18T03:10:00.000+0100,0.7655213984327909,1.4059491294762296,"[0.0,0.0,0.0,0.5887376047465399,3.2388693874174144,0.0,0.5887376047465399]",5930,0.0,0.0,0.5887376047465399,0.0,3.2388693874174144
6,3,15,530100,2025-03-18T03:15:00.000+0100,0.02247987802716023,0.036671749596645216,"[0.0,0.0,0.0,0.028011204481792718,0.08438818565400844,0.0,0.028011204481792718]",5942,0.0,0.028011204481792718,0.08438818565400844,0.0,0.0,2025-03-18T03:15:00.000+0100,0.8033778912408845,1.1133124427650707,"[0.0,0.0,0.0,1.7663310049758298,2.2505584512285925,0.0,2.2505584512285925]",5942,0.0,0.0,2.2505584512285925,0.0,1.7663310049758298
6,3,20,530400,2025-03-18T03:20:00.000+0100,0.22268907563025211,0.49404253194052966,"[0.0,0.0,0.0,0.0070028011204481795,1.1064425770308124,0.0,0.0070028011204481795]",5944,0.0070028011204481795,1.1064425770308124,0.0,0.0,0.0,2025-03-18T03:20:00.000+0100,1.0879811840347953,1.6351938474112893,"[0.0,0.0,0.0,1.766626481816355,3.6732794383576213,0.0,3.6732794383576213]",5943,0.0,0.0,3.6732794383576213,0.0,1.766626481816355
6,3,25,530700,2025-03-18T03:25:00.000+0100,0.3257750357526977,0.716768800042162,"[0.0,0.0,0.0,0.02100840336134454,1.6078667754021438,0.0,0.02100840336134454]",5942,0.0,1.6078667754021438,0.0,0.02100840336134454,0.0,2025-03-18T03:25:00.000+0100,0.012605042016806723,0.024459732768309494,"[0.0,0.0,0.0,0.0070028011204481795,0.056022408963585436,0.0,0.0070028011204481795]",5943,0.0,0.0,0.056022408963585436,0.0,0.0070028011204481795
6,3,30,531000,2025-03-18T03:30:00.000+0100,0.10784313725490194,0.22581183456396997,"[0.0,0.0,0.0,0.028011204481792718,0.5112044817927169,0.0,0.028011204481792718]",5944,0.0,0.5112044817927169,0.0,0.028011204481792718,0.0,2025-03-18T03:30:00.000+0100,0.11151040549238359,0.24543253546208735,"[0.0,0.0,0.0,0.007032348804500703,0.5505196786574172,0.0,0.007032348804500703]",5935,0.007032348804500703,0.0,0.5505196786574172,0.0,0.0
