group,day,hour,minute,relativeTime,timestamp,cage,rack,position,event
B6_M,0,10,15,36900,2025-10-14T10:15:00.744-0400,20251014_01,"","",ADDED
B6_M,0,10,15,36900,2025-10-14T10:15:00.738-0400,20251014_01,"","",REGISTERED
B6_M,0,10,15,36912,2025-10-14T10:15:12.212-0400,20251014_01,24002703A,A6,INSERTED
B6_M,0,10,15,36912,2025-10-14T10:15:12.423-0400,20251014_01,"","",CAGE_ONLINE
B6_M,0,10,15,36912,2025-10-14T10:15:12.413-0400,20251014_01,"","",UPDATED
B6_M,0,10,15,36924,2025-10-14T10:15:24.596-0400,20251014_02,"","",REGISTERED
B6_M,0,10,15,36924,2025-10-14T10:15:24.592-0400,20251014_02,"","",ADDED
B6_M,0,10,15,36933,2025-10-14T10:15:33.909-0400,20251014_02,24002703A,B6,INSERTED
B6_M,0,10,15,36934,2025-10-14T10:15:34.132-0400,20251014_02,"","",CAGE_ONLINE
B6_M,0,10,15,36934,2025-10-14T10:15:34.123-0400,20251014_02,"","",UPDATED
B6_M,0,10,15,36953,2025-10-14T10:15:53.274-0400,20251014_03,"","",ADDED
B6_M,0,10,15,36953,2025-10-14T10:15:53.284-0400,20251014_03,"","",REGISTERED
B6_M,0,10,16,36961,2025-10-14T10:16:01.182-0400,20251014_03,24002703A,C6,INSERTED
B6_M,0,10,16,36961,2025-10-14T10:16:01.473-0400,20251014_03,"","",CAGE_ONLINE
B6_M,0,10,16,36961,2025-10-14T10:16:01.460-0400,20251014_03,"","",UPDATED
B6_M,0,10,16,36971,2025-10-14T10:16:11.180-0400,20251014_03,"","",UPDATED
B6_M,0,10,16,36999,2025-10-14T10:16:39.420-0400,20251014_04,"","",ADDED
B6_M,0,10,16,36999,2025-10-14T10:16:39.433-0400,20251014_04,"","",REGISTERED
B6_M,0,10,16,37007,2025-10-14T10:16:47.805-0400,20251014_04,"","",UPDATED
B6_M,0,10,16,37007,2025-10-14T10:16:47.810-0400,20251014_04,"","",CAGE_ONLINE
B6_M,0,10,16,37007,2025-10-14T10:16:47.535-0400,20251014_04,24002703A,D6,INSERTED
B6_M,0,10,16,37016,2025-10-14T10:16:56.322-0400,20251014_05,"","",REGISTERED
B6_M,0,10,16,37016,2025-10-14T10:16:56.326-0400,20251014_05,"","",ADDED
B6_M,0,10,17,37026,2025-10-14T10:17:06.885-0400,20251014_05,"","",CAGE_ONLINE
B6_M,0,10,17,37026,2025-10-14T10:17:06.877-0400,20251014_05,"","",UPDATED
B6_M,0,10,17,37026,2025-10-14T10:17:06.649-0400,20251014_05,24002703A,E6,INSERTED
B6_M,0,10,17,37040,2025-10-14T10:17:20.442-0400,20251014_06,"","",ADDED
B6_M,0,10,17,37040,2025-10-14T10:17:20.439-0400,20251014_06,"","",REGISTERED
B6_M,0,10,17,37048,2025-10-14T10:17:28.832-0400,20251014_06,24002703A,F6,INSERTED
B6_M,0,10,17,37049,2025-10-14T10:17:29.082-0400,20251014_06,"","",CAGE_ONLINE
B6_M,0,10,17,37049,2025-10-14T10:17:29.081-0400,20251014_06,"","",UPDATED
B6_M,0,10,17,37054,2025-10-14T10:17:34.274-0400,20251014_07,"","",REGISTERED
B6_M,0,10,17,37054,2025-10-14T10:17:34.275-0400,20251014_07,"","",ADDED
B6_M,0,10,17,37066,2025-10-14T10:17:46.994-0400,20251014_07,"","",CAGE_ONLINE
B6_M,0,10,17,37066,2025-10-14T10:17:46.773-0400,20251014_07,24002703A,G6,INSERTED
B6_M,0,10,17,37066,2025-10-14T10:17:46.990-0400,20251014_07,"","",UPDATED
B6_M,0,10,17,37077,2025-10-14T10:17:57.839-0400,20251014_08,"","",ADDED
B6_M,0,10,17,37077,2025-10-14T10:17:57.840-0400,20251014_08,"","",REGISTERED
B6_M,0,10,18,37088,2025-10-14T10:18:08.867-0400,20251014_08,24002703A,H6,INSERTED
B6_M,0,10,18,37089,2025-10-14T10:18:09.078-0400,20251014_08,"","",UPDATED
B6_M,0,10,18,37089,2025-10-14T10:18:09.083-0400,20251014_08,"","",CAGE_ONLINE
B6_M,0,10,18,37097,2025-10-14T10:18:17.313-0400,20251014_09,"","",ADDED
B6_M,0,10,18,37097,2025-10-14T10:18:17.316-0400,20251014_09,"","",REGISTERED
B6_M,0,10,18,37105,2025-10-14T10:18:25.033-0400,20251014_09,24002703A,A5,INSERTED
B6_M,0,10,18,37105,2025-10-14T10:18:25.276-0400,20251014_09,"","",CAGE_ONLINE
B6_M,0,10,18,37105,2025-10-14T10:18:25.268-0400,20251014_09,"","",UPDATED
B6_M,0,10,18,37112,2025-10-14T10:18:32.563-0400,20251014_10,"","",ADDED
B6_M,0,10,18,37112,2025-10-14T10:18:32.561-0400,20251014_10,"","",REGISTERED
B6_M,0,10,18,37124,2025-10-14T10:18:44.663-0400,20251014_10,24002703A,B5,INSERTED
B6_M,0,10,18,37124,2025-10-14T10:18:44.856-0400,20251014_10,"","",CAGE_ONLINE
B6_M,0,10,18,37124,2025-10-14T10:18:44.849-0400,20251014_10,"","",UPDATED
B6_M,0,10,20,37238,2025-10-14T10:20:38.608-0400,20251014_23,"","",REGISTERED
B6_M,0,10,20,37238,2025-10-14T10:20:38.607-0400,20251014_23,"","",ADDED
