day,hour,minute,relativeTime,C57_TIMESTAMP,C57_AVG,C57_SEM,C57_QRT,C57_SAMPLES,C57_C57_6,C57_C57_5,C57_C57_4,C57_C57_3,C57_C57_2,C57_C57_1
0,0,50,3000,2024-07-12T08:50:00.000+0200,1.2976505651487036,1.3963458120434205,"[0.0,0.16476527319788675,1.170649694476947,1.7574962474441251,3.6620217707336096,0.0,3.6620217707336096]",7130,0.659061092791547,0.0,0.0,1.6822382961623468,3.6620217707336096,1.782582231204718
0,0,55,3300,2024-07-12T08:55:00.000+0200,2.039681554759738,2.104059926703738,"[0.0,0.28537153257927644,1.9282670874256875,2.858827075133851,5.474801735040008,0.0,5.474801735040008]",7133,5.474801735040008,0.0,0.0,2.715048044534269,1.1414861303171058,2.906753418667045
0,1,0,3600,2024-07-12T09:00:00.000+0200,1.1998526555488582,1.162628112383019,"[0.0,0.23284313725490197,1.2369990190168894,1.6310026120152703,3.064656242243733,0.0,3.064656242243733]",7130,1.542625489014171,0.0,0.0,1.6604616530156366,3.064656242243733,0.9313725490196079
0,1,5,3900,2024-07-12T09:05:00.000+0200,1.1395359831696392,1.4407328198166394,"[0.0,0.0,0.5446967816662529,2.0664172842132635,3.355730477845146,0.0,3.355730477845146]",7132,2.3920918578401826,0.0,0.0,1.0893935633325058,3.355730477845146,0.0
0,1,10,4200,2024-07-12T09:10:00.000+0200,0.8460536113179448,1.2815316358751685,"[0.0,0.0,0.3257632166790766,1.0191956529447221,3.2830431750759375,0.0,1.1417520594735784]",6894,3.2830431750759375,0.0,0.0,0.6515264333581532,1.1417520594735784,0.0
0,1,15,4500,2024-07-12T09:15:00.000+0200,0.5501483293739436,0.9199000167483484,"[0.0,0.0,0.12296268718457845,0.5977496483825598,2.3399401954874777,0.0,0.7150244063870275]",7130,2.3399401954874777,0.0,0.0,0.2459253743691569,0.7150244063870275,0.0
0,1,20,4800,2024-07-12T09:20:00.000+0200,0.09805891414230951,0.21997483608745746,"[0.0,0.0,0.0035014005602240898,0.02809984753395029,0.5462184873949579,0.0,0.035132196338450994]",7131,0.035132196338450994,0.0,0.0,0.5462184873949579,0.0070028011204481795,0.0
0,1,25,5100,2024-07-12T09:25:00.000+0200,0.4982773700197378,1.0758885909370137,"[0.0,0.0,0.0070028011204481795,0.22408963585434175,2.6815409708187072,0.0,0.29411764705882354]",7132,2.6815409708187072,0.0,0.0,0.29411764705882354,0.014005602240896359,0.0
0,1,30,5400,2024-07-12T09:30:00.000+0200,0.2138612125581597,0.5068910841485885,"[0.0,0.0,0.0,0.026260504201680673,1.2481532697467173,0.0,0.0350140056022409]",7132,0.0350140056022409,0.0,0.0,1.2481532697467173,0.0,0.0
0,1,35,5700,2024-07-12T09:35:00.000+0200,0.28334751622167853,0.5126332711115797,"[0.0,0.0,0.02100840336134454,0.28886554621848737,1.2869198312236287,0.0,0.37114845938375346]",7130,0.0,0.04201680672268908,0.0,0.37114845938375346,0.0,1.2869198312236287
0,1,40,6000,2024-07-12T09:40:00.000+0200,0.19208456941144955,0.3958928186949736,"[0.0,0.01050420168067227,0.04551820728291317,0.05952380952380952,0.9984457918188372,0.0,0.06302521008403361]",7131,0.04901960784313726,0.06302521008403361,0.9984457918188372,0.0,0.0,0.04201680672268908
0,1,45,6300,2024-07-12T09:45:00.000+0200,0.10155046547451611,0.2319891718231688,"[0.0,0.0,0.0,0.02630482572775946,0.5742296918767507,0.0,0.035073100970345945]",7133,0.035073100970345945,0.0,0.5742296918767507,0.0,0.0,0.0
0,1,50,6600,2024-07-12T09:50:00.000+0200,0.0035014005602240898,0.008576644757644181,"[0.0,0.0,0.0,0.0,0.02100840336134454,0.0,0.02100840336134454]",7129,0.02100840336134454,0.0,0.0,0.0,0.0,0.0
0,1,55,6900,2024-07-12T09:55:00.000+0200,0.004683307922325048,0.011471714718030403,"[0.0,0.0,0.0,0.0,0.02809984753395029,0.0,0.02809984753395029]",7133,0.02809984753395029,0.0,0.0,0.0,0.0,0.0
0,2,0,7200,2024-07-12T10:00:00.000+0200,0.17547384635992228,0.4229971710848814,"[0.0,0.0,0.0,0.01050420168067227,1.0388374759186374,0.0,0.014005602240896359]",7129,0.014005602240896359,0.0,1.0388374759186374,0.0,0.0,0.0
0,2,5,7500,2024-07-12T10:05:00.000+0200,0.0081994823245754,0.016887815907809113,"[0.0,0.0,0.0,0.005252100840336135,0.04219409282700422,0.0,0.0070028011204481795]",7131,0.04219409282700422,0.0070028011204481795,0.0,0.0,0.0,0.0
0,2,10,7800,2024-07-12T10:10:00.000+0200,0.26988854613575386,0.46987648831594064,"[0.0,0.0,0.017521776643146712,0.3198758406316113,1.1694677871148458,0.0,0.41481993641338394]",6820,0.035043553286293425,0.0,0.0,1.1694677871148458,0.41481993641338394,0.0
0,2,15,8100,2024-07-12T10:15:00.000+0200,0.24422638253613682,0.4826665819013242,"[0.0,0.0,0.014064697609001406,0.17509957569525703,1.2131392641444763,0.0,0.22408963585434177]",7132,0.02812939521800281,1.2131392641444763,0.0,0.0,0.22408963585434177,0.0
0,2,20,8400,2024-07-12T10:20:00.000+0200,0.8745129556745342,1.786900210400564,"[0.0,0.0,0.024509803921568627,0.5542628443782576,4.475380869647437,0.0,0.7226772565566311]",7130,0.049019607843137254,4.475380869647437,0.0,0.0,0.7226772565566311,0.0
0,2,25,8700,2024-07-12T10:25:00.000+0200,0.8046474567323413,1.5545098874824355,"[0.0,0.0,0.0,0.7090779349714569,3.8824474937654387,0.0,0.9454372466286092]",7133,0.0,3.8824474937654387,0.0,0.0,0.9454372466286092,0.0
0,2,30,9000,2024-07-12T10:30:00.000+0200,0.6738250855897915,1.2287920379034223,"[0.0,0.0,0.0,0.7473717335035279,3.0464548688673783,0.0,0.9964956446713706]",7130,0.0,3.0464548688673783,0.0,0.0,0.9964956446713706,0.0
0,2,35,9300,2024-07-12T10:35:00.000+0200,0.2664708640136786,0.447762143824928,"[0.0,0.0,0.0,0.39390756302521013,1.0736151000484582,0.0,0.5252100840336135]",7133,0.0,0.5252100840336135,0.0,0.0,1.0736151000484582,0.0
0,2,40,9600,2024-07-12T10:40:00.000+0200,0.44755877034358044,0.7754018142110486,"[0.0,0.0,0.0,0.5953488990532922,1.8915540899904264,0.0,0.7937985320710563]",7130,0.0,0.7937985320710563,0.0,0.0,1.8915540899904264,0.0
0,2,45,9900,2024-07-12T10:45:00.000+0200,0.65817958688398,1.4506099523314873,"[0.0,0.0,0.0,0.25735294117647056,3.6059402664019196,0.0,0.3431372549019608]",7132,0.0,0.3431372549019608,0.0,0.0,3.6059402664019196,0.0
0,2,50,10200,2024-07-12T10:50:00.000+0200,0.4030402597044444,0.9170876300887498,"[0.0,0.0,0.0,0.11029411764705882,2.2711827346972546,0.0,0.14705882352941177]",7131,0.0,0.0,0.0,0.14705882352941177,2.2711827346972546,0.0
0,2,55,10500,2024-07-12T10:55:00.000+0200,0.8940882963593314,1.8976314018348115,"[0.0,0.0,0.0035014005602240898,0.4692319965961068,4.734218581947547,0.0,0.6233083950879931]",7131,0.0,0.0070028011204481795,0.0,0.6233083950879931,4.734218581947547,0.0
0,3,0,10800,2024-07-12T11:00:00.000+0200,0.34501845745330484,0.8348694918934179,"[0.0,0.0,0.0,0.015756302521008403,2.0491023413584846,0.0,0.02100840336134454]",7132,0.0,0.0,0.0,2.0491023413584846,0.02100840336134454,0.0
0,3,5,11100,2024-07-12T11:05:00.000+0200,0.248825972020313,0.6094966662018108,"[0.0,0.0,0.0,0.0,1.492955832121878,0.0,1.492955832121878]",7130,0.0,0.0,0.0,1.492955832121878,0.0,0.0
0,3,10,11400,2024-07-12T11:10:00.000+0200,0.19391652582270602,0.4749965409588677,"[0.0,0.0,0.0,0.0,1.1634991549362361,0.0,1.1634991549362361]",7134,0.0,0.0,0.0,1.1634991549362361,0.0,0.0
0,3,15,11700,2024-07-12T11:15:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7128,0.0,0.0,0.0,0.0,0.0,0.0
0,3,20,12000,2024-07-12T11:20:00.000+0200,0.012892639474917955,0.03158038815121303,"[0.0,0.0,0.0,0.0,0.07735583684950773,0.0,0.07735583684950773]",7133,0.0,0.0,0.07735583684950773,0.0,0.0,0.0
0,3,25,12300,2024-07-12T11:25:00.000+0200,0.03624023449042064,0.08877008266034252,"[0.0,0.0,0.0,0.0,0.21744140694252384,0.0,0.21744140694252384]",7128,0.0,0.0,0.21744140694252384,0.0,0.0,0.0
0,3,30,12600,2024-07-12T11:30:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7118,0.0,0.0,0.0,0.0,0.0,0.0
0,3,35,12900,2024-07-12T11:35:00.000+0200,0.07148999995924174,0.17511402161173245,"[0.0,0.0,0.0,0.0,0.42893999975545044,0.0,0.42893999975545044]",7114,0.0,0.0,0.0,0.0,0.0,0.42893999975545044
0,3,40,13200,2024-07-12T11:40:00.000+0200,0.10285629717330176,0.25194544490666104,"[0.0,0.0,0.0,0.0,0.6171377830398106,0.0,0.6171377830398106]",7103,0.0,0.0,0.0,0.0,0.0,0.6171377830398106
0,3,45,13500,2024-07-12T11:45:00.000+0200,0.16472944030488787,0.40350307436123667,"[0.0,0.0,0.0,0.0,0.9883766418293272,0.0,0.9883766418293272]",7105,0.0,0.0,0.0,0.0,0.0,0.9883766418293272
0,3,50,13800,2024-07-12T11:50:00.000+0200,0.1507030378958897,0.36914554553224643,"[0.0,0.0,0.0,0.0,0.9042182273753383,0.0,0.9042182273753383]",7130,0.0,0.0,0.0,0.0,0.0,0.9042182273753383
0,3,55,14100,2024-07-12T11:55:00.000+0200,0.2546271673226253,0.6237066345907066,"[0.0,0.0,0.0,0.0,1.5277630039357517,0.0,1.5277630039357517]",7132,0.0,0.0,0.0,0.0,0.0,1.5277630039357517
0,4,0,14400,2024-07-12T12:00:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7130,0.0,0.0,0.0,0.0,0.0,0.0
0,4,5,14700,2024-07-12T12:05:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7132,0.0,0.0,0.0,0.0,0.0,0.0
0,4,10,15000,2024-07-12T12:10:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7131,0.0,0.0,0.0,0.0,0.0,0.0
0,4,15,15300,2024-07-12T12:15:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7131,0.0,0.0,0.0,0.0,0.0,0.0
0,4,20,15600,2024-07-12T12:20:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7132,0.0,0.0,0.0,0.0,0.0,0.0
0,4,25,15900,2024-07-12T12:25:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7131,0.0,0.0,0.0,0.0,0.0,0.0
0,4,30,16200,2024-07-12T12:30:00.000+0200,0.0035161744022503515,0.008612833132149009,"[0.0,0.0,0.0,0.0,0.02109704641350211,0.0,0.02109704641350211]",7132,0.0,0.02109704641350211,0.0,0.0,0.0,0.0
0,4,35,16500,2024-07-12T12:35:00.000+0200,0.21515638604246198,0.5270233607053084,"[0.0,0.0,0.0,0.0,1.2909383162547718,0.0,1.2909383162547718]",7131,1.2909383162547718,0.0,0.0,0.0,0.0,0.0
0,4,40,16800,2024-07-12T12:40:00.000+0200,0.327058390163379,0.8011261719963756,"[0.0,0.0,0.0,0.0,1.962350340980274,0.0,1.962350340980274]",7132,1.962350340980274,0.0,0.0,0.0,0.0,0.0
0,4,45,17100,2024-07-12T12:45:00.000+0200,0.3311704428606886,0.7093754698408369,"[0.0,0.0,0.0070028011204481795,0.155812324929972,1.769935822430238,0.0,0.2030812324929972]",7130,1.769935822430238,0.014005602240896359,0.2030812324929972,0.0,0.0,0.0
0,4,50,17400,2024-07-12T12:50:00.000+0200,0.8980476860223696,2.1758323414404486,"[0.0,0.0,0.0,0.03676470588235294,5.339266508291081,0.0,0.049019607843137254]",7132,5.339266508291081,0.0,0.049019607843137254,0.0,0.0,0.0
0,4,55,17700,2024-07-12T12:55:00.000+0200,0.3346324465088426,0.7216682922738444,"[0.0,0.0,0.0,0.15756302521008403,1.7977106454396103,0.0,0.21008403361344538]",7131,1.7977106454396103,0.0,0.21008403361344538,0.0,0.0,0.0
0,5,0,18000,2024-07-12T13:00:00.000+0200,0.6364768129474011,1.5487471189584594,"[0.0,0.0,0.0035161744022503515,0.012262288881797445,3.7978229266390096,0.0,0.014005602240896359]",7130,3.7978229266390096,0.014005602240896359,0.007032348804500703,0.0,0.0,0.0
0,5,5,18300,2024-07-12T13:05:00.000+0200,0.545036580032857,0.8405643719932913,"[0.0,0.0,0.15406162464985992,0.7037371910789634,2.1264877258920443,0.0,0.8356085050053779]",7132,2.1264877258920443,0.30812324929971985,0.8356085050053779,0.0,0.0,0.0
0,5,10,18600,2024-07-12T13:10:00.000+0200,0.9695580060434862,1.2945506265823532,"[0.0,0.0,0.29411764705882354,2.0859039818459024,2.6439858643879495,0.0,2.6439858643879495]",7132,2.5851268777553207,2.6439858643879495,0.0,0.0,0.5882352941176471,0.0
0,5,15,18900,2024-07-12T13:15:00.000+0200,1.1684927135411125,2.2622997747107285,"[0.0,0.0,0.03851540616246499,0.9646580151047761,5.673391719557021,0.0,1.2605337493647248]",7132,5.673391719557021,1.2605337493647248,0.0,0.0,0.07703081232492998,0.0
0,5,20,19200,2024-07-12T13:20:00.000+0200,1.3229617039311374,2.052304831042493,"[0.0,0.0,0.0,2.850000893942645,4.137769031663298,0.0,4.137769031663298]",7126,3.8000011919235264,4.137769031663298,0.0,0.0,0.0,0.0
0,5,25,19500,2024-07-12T13:25:00.000+0200,0.042026697684723606,0.09952433153396069,"[0.0,0.0,0.0,0.005296610169491525,0.24509803921568624,0.0,0.007062146892655367]",7120,0.007062146892655367,0.24509803921568624,0.0,0.0,0.0,0.0
0,5,30,19800,2024-07-12T13:30:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7110,0.0,0.0,0.0,0.0,0.0,0.0
0,5,35,20100,2024-07-12T13:35:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",3556,0.0,0.0,0.0,0.0,0.0,0.0
0,5,40,20400,2024-07-12T13:40:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",6385,0.0,0.0,0.0,0.0,0.0,0.0
0,5,45,20700,2024-07-12T13:45:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7129,0.0,0.0,0.0,0.0,0.0,0.0
0,5,50,21000,2024-07-12T13:50:00.000+0200,0.11093677977520124,0.27173850415675177,"[0.0,0.0,0.0,0.0,0.6656206786512074,0.0,0.6656206786512074]",7121,0.0,0.0,0.0,0.6656206786512074,0.0,0.0
0,5,55,21300,2024-07-12T13:55:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7115,0.0,0.0,0.0,0.0,0.0,0.0
0,6,0,21600,2024-07-12T14:00:00.000+0200,0.0011671335200746965,0.002858881585881394,"[0.0,0.0,0.0,0.0,0.0070028011204481795,0.0,0.0070028011204481795]",7106,0.0,0.0,0.0,0.0,0.0,0.0070028011204481795
0,6,5,21900,2024-07-12T14:05:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7099,0.0,0.0,0.0,0.0,0.0,0.0
0,6,10,22200,2024-07-12T14:10:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7119,0.0,0.0,0.0,0.0,0.0,0.0
0,6,15,22500,2024-07-12T14:15:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",5228,0.0,0.0,0.0,0.0,0.0,0.0
0,6,20,22800,2024-07-12T14:20:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7132,0.0,0.0,0.0,0.0,0.0,0.0
0,6,25,23100,2024-07-12T14:25:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7130,0.0,0.0,0.0,0.0,0.0,0.0
0,6,30,23400,2024-07-12T14:30:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7132,0.0,0.0,0.0,0.0,0.0,0.0
0,6,35,23700,2024-07-12T14:35:00.000+0200,0.008204406938584154,0.02009661064168102,"[0.0,0.0,0.0,0.0,0.04922644163150492,0.0,0.04922644163150492]",7130,0.0,0.0,0.0,0.0,0.0,0.04922644163150492
0,6,40,24000,2024-07-12T14:40:00.000+0200,0.019920063665409906,0.042279695999409124,"[0.0,0.0,0.0,0.010548523206751054,0.10545568438345802,0.0,0.014064697609001406]",7132,0.0,0.0,0.0,0.0,0.014064697609001406,0.10545568438345802
0,6,45,24300,2024-07-12T14:45:00.000+0200,0.2090006185315195,0.34286187955723,"[0.0,0.0,0.0,0.33651118675318226,0.8053221288515406,0.0,0.8053221288515406]",7132,0.0,0.0,0.0,0.0,0.4486815823375764,0.8053221288515406
0,6,50,24600,2024-07-12T14:50:00.000+0200,0.22428169580068313,0.5493757133577903,"[0.0,0.0,0.0,0.0,1.3456901748040988,0.0,1.3456901748040988]",7131,0.0,0.0,0.0,0.0,1.3456901748040988,0.0
0,6,55,24900,2024-07-12T14:55:00.000+0200,0.008169934640522876,0.020012171101169755,"[0.0,0.0,0.0,0.0,0.049019607843137254,0.0,0.049019607843137254]",7132,0.049019607843137254,0.0,0.0,0.0,0.0,0.0
0,7,0,25200,2024-07-12T15:00:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7130,0.0,0.0,0.0,0.0,0.0,0.0
0,7,5,25500,2024-07-12T15:05:00.000+0200,0.025676937441643326,0.06289539488939067,"[0.0,0.0,0.0,0.0,0.15406162464985995,0.0,0.15406162464985995]",7133,0.0,0.0,0.15406162464985995,0.0,0.0,0.0
0,7,10,25800,2024-07-12T15:10:00.000+0200,0.08196527556170147,0.20077310175278446,"[0.0,0.0,0.0,0.0,0.4917916533702088,0.0,0.4917916533702088]",7130,0.0,0.0,0.4917916533702088,0.0,0.0,0.0
0,7,15,26100,2024-07-12T15:15:00.000+0200,0.0011720581340834504,0.002870944377383003,"[0.0,0.0,0.0,0.0,0.007032348804500703,0.0,0.007032348804500703]",7132,0.007032348804500703,0.0,0.0,0.0,0.0,0.0
0,7,20,26400,2024-07-12T15:20:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7130,0.0,0.0,0.0,0.0,0.0,0.0
0,7,25,26700,2024-07-12T15:25:00.000+0200,0.011671335200746966,0.028588815858813937,"[0.0,0.0,0.0,0.0,0.0700280112044818,0.0,0.0700280112044818]",7133,0.0,0.0,0.0700280112044818,0.0,0.0,0.0
0,7,30,27000,2024-07-12T15:30:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7131,0.0,0.0,0.0,0.0,0.0,0.0
0,7,35,27300,2024-07-12T15:35:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7131,0.0,0.0,0.0,0.0,0.0,0.0
0,7,40,27600,2024-07-12T15:40:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7132,0.0,0.0,0.0,0.0,0.0,0.0
0,7,45,27900,2024-07-12T15:45:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7130,0.0,0.0,0.0,0.0,0.0,0.0
0,7,50,28200,2024-07-12T15:50:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7132,0.0,0.0,0.0,0.0,0.0,0.0
0,7,55,28500,2024-07-12T15:55:00.000+0200,0.3802639199139572,0.9314525713797619,"[0.0,0.0,0.0,0.0,2.281583519483743,0.0,2.281583519483743]",7124,2.281583519483743,0.0,0.0,0.0,0.0,0.0
0,8,0,28800,2024-07-12T16:00:00.000+0200,0.14939309056956115,0.3659368429928184,"[0.0,0.0,0.0,0.0,0.896358543417367,0.0,0.896358543417367]",7119,0.896358543417367,0.0,0.0,0.0,0.0,0.0
0,8,5,29100,2024-07-12T16:05:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7108,0.0,0.0,0.0,0.0,0.0,0.0
0,8,10,29400,2024-07-12T16:10:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7102,0.0,0.0,0.0,0.0,0.0,0.0
0,8,15,29700,2024-07-12T16:15:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7104,0.0,0.0,0.0,0.0,0.0,0.0
0,8,20,30000,2024-07-12T16:20:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7131,0.0,0.0,0.0,0.0,0.0,0.0
0,8,25,30300,2024-07-12T16:25:00.000+0200,0.07469654528478056,0.18296842149640918,"[0.0,0.0,0.0,0.0,0.4481792717086834,0.0,0.4481792717086834]",7131,0.0,0.4481792717086834,0.0,0.0,0.0,0.0
0,8,30,30600,2024-07-12T16:30:00.000+0200,0.20862634786685422,0.5110280991741746,"[0.0,0.0,0.0,0.0,1.2517580872011254,0.0,1.2517580872011254]",7122,0.0,1.2517580872011254,0.0,0.0,0.0,0.0
0,8,35,30900,2024-07-12T16:35:00.000+0200,0.6111695971625676,0.9649490014870702,"[0.0,0.008753501400560224,0.21037951045397063,0.6691146922904183,2.4826873107821403,0.0,0.7635712512853242]",7108,0.0350140056022409,2.4826873107821403,0.0,0.0,0.3857450153057004,0.7635712512853242
0,8,40,31200,2024-07-12T16:40:00.000+0200,0.49311028760730696,0.7186818737344497,"[0.0,0.02100840336134454,0.1493129440617449,0.6952243194229938,1.8046008365157302,0.0,0.8554350010046212]",7094,0.0,1.8046008365157302,0.0,0.21459227467811162,0.8554350010046212,0.08403361344537816
0,8,45,31500,2024-07-12T16:45:00.000+0200,0.0035161744022503515,0.008612833132149009,"[0.0,0.0,0.0,0.0,0.02109704641350211,0.0,0.02109704641350211]",7078,0.0,0.0,0.0,0.0,0.02109704641350211,0.0
0,8,50,31800,2024-07-12T16:50:00.000+0200,0.63920041780981,1.0892085452985967,"[0.0,0.0,0.014005602240896359,0.8696548239548985,2.656988605264467,0.0,1.1502026971126003]",7089,0.0,2.656988605264467,0.0,0.028011204481792718,1.1502026971126003,0.0
0,8,55,32100,2024-07-12T16:55:00.000+0200,0.5973853476281525,1.032998548266299,"[0.0,0.0,0.0,0.7999149026699289,2.51775888220901,0.0,1.0665532035599052]",7111,0.0,2.51775888220901,0.0,1.0665532035599052,0.0,0.0
0,9,0,32400,2024-07-12T17:00:00.000+0200,0.5104707143054127,1.2503927786823106,"[0.0,0.0,0.0,0.0,3.062824285832476,0.0,3.062824285832476]",7131,0.0,0.0,0.0,3.062824285832476,0.0,0.0
0,9,5,32700,2024-07-12T17:05:00.000+0200,0.5333307725340487,1.3063882568327807,"[0.0,0.0,0.0,0.0,3.1999846352042924,0.0,3.1999846352042924]",7131,0.0,0.0,0.0,3.1999846352042924,0.0,0.0
0,9,10,33000,2024-07-12T17:10:00.000+0200,0.295609805103476,0.7240931854670989,"[0.0,0.0,0.0,0.0,1.773658830620856,0.0,1.773658830620856]",7133,0.0,0.0,0.0,1.773658830620856,0.0,0.0
0,9,15,33300,2024-07-12T17:15:00.000+0200,0.12026892332179007,0.29459749405230135,"[0.0,0.0,0.0,0.0,0.7216135399307404,0.0,0.7216135399307404]",7130,0.0,0.0,0.0,0.7216135399307404,0.0,0.0
0,9,20,33600,2024-07-12T17:20:00.000+0200,0.07947342087327194,0.19466932925297012,"[0.0,0.0,0.0,0.0,0.47684052523963166,0.0,0.47684052523963166]",7132,0.0,0.0,0.0,0.47684052523963166,0.0,0.0
0,9,25,33900,2024-07-12T17:25:00.000+0200,0.16816079455692265,0.4119081414054513,"[0.0,0.0,0.0,0.0,1.0089647673415358,0.0,1.0089647673415358]",7132,0.0,0.0,0.0,1.0089647673415358,0.0,0.0
0,9,30,34200,2024-07-12T17:30:00.000+0200,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7130,0.0,0.0,0.0,0.0,0.0,0.0
